is_fraud,hour,pos_entry_mode,transaction_amount,merchant_category_code,txn_count_24h,spend_24h,mins_since_last,merchant_id,prev_merchant,unusual_mcc,rf_score
0,20,ecom,48.68,5999,0.0,0.0,9999.0,M000043,none,1,0.08110622610315385
0,18,chip,22.99,5411,0.0,0.0,9999.0,M000019,none,1,0.0008332545284949453
0,12,chip,124.23,5411,0.0,0.0,9999.0,M000098,none,1,0.003308320333816627
0,14,chip,27.56,5812,0.0,0.0,9999.0,M000006,none,1,8.596444337779256e-05
0,14,ecom,17.46,5411,0.0,0.0,9999.0,M000067,none,1,0.02786309248120658
0,11,ecom,21.07,7832,0.0,0.0,9999.0,M000130,none,1,0.0627737903419609
0,9,contactless,55.2,5411,0.0,0.0,9999.0,M000002,none,1,0.0010165612631564225
0,17,chip,32.67,5411,0.0,0.0,9999.0,M000024,none,1,4.155625051935501e-05
0,17,chip,54.54,5411,0.0,0.0,9999.0,M000033,none,1,0.000507145223746401
0,18,contactless,38.66,5411,0.0,0.0,9999.0,M000037,none,1,0.000507145223746401
0,5,ecom,47.23,5999,0.0,0.0,9999.0,M000043,none,1,0.07498801210070417
0,14,chip,24.95,7832,0.0,0.0,9999.0,M000403,none,1,0.007603906905118584
0,9,contactless,9.61,5812,0.0,0.0,9999.0,M000006,none,1,0.0005688106949661026
0,11,ecom,28.45,7832,0.0,0.0,9999.0,M000166,none,1,0.06839302106778451
0,9,ecom,341.74,7011,0.0,0.0,9999.0,M000003,none,1,0.046768400772331534
0,9,contactless,23.84,7832,0.0,0.0,9999.0,M000239,none,1,0.00509367257798003
0,11,chip,12.17,5411,0.0,0.0,9999.0,M000039,none,1,0.0028123543876938943
0,20,contactless,13.13,5812,0.0,0.0,9999.0,M000013,none,1,0.0007061827052905254
0,14,ecom,22.71,5411,0.0,0.0,9999.0,M000005,none,1,0.023771841186053598
0,14,phone,75.43,5541,0.0,0.0,9999.0,M000214,none,1,0.008339522012736212
0,11,contactless,56.54,5411,0.0,0.0,9999.0,M000002,none,1,0.0005337150115681125
0,18,contactless,27.83,5812,0.0,0.0,9999.0,M000046,none,1,4.155625051935501e-05
0,15,chip,40.16,5411,0.0,0.0,9999.0,M000002,none,1,0.0005337150115681125
0,18,contactless,61.82,5541,0.0,0.0,9999.0,M000048,none,1,0.0005515534166048386
0,12,ecom,30.4,5817,0.0,0.0,9999.0,M000244,none,1,0.08547277084930892
0,9,ecom,150.79,5817,0.0,0.0,9999.0,M000052,none,1,0.07547445269172746
0,11,ecom,213.49,5944,0.0,0.0,9999.0,M000017,none,1,0.04630939126944191
0,13,contactless,26.32,7832,0.0,0.0,9999.0,M000174,none,1,0.008662694017138475
0,13,chip,12.34,5912,0.0,0.0,9999.0,M000151,none,1,0.005193324031406834
0,17,chip,41.33,5411,0.0,0.0,9999.0,M000019,none,1,0.0012988435017219915
0,13,contactless,27.12,5411,0.0,0.0,9999.0,M000002,none,1,6.812603834106642e-05
0,7,ecom,55.35,5999,0.0,0.0,9999.0,M000001,none,1,0.05926323135656844
0,13,contactless,11.82,5411,0.0,0.0,9999.0,M000037,none,1,8.596444337779256e-05
0,20,ecom,116.1,5817,0.0,0.0,9999.0,M000029,none,1,0.07995029624668645
0,0,chip,18.42,5812,1.0,116.1,223.14150955,M000000,M000029,1,0.3134178771238736
1,0,ecom,9.99,5968,2.0,134.51999999999998,3.836032416666667,M000004,M000000,1,0.9028675095183694
1,0,ecom,9.99,4511,3.0,144.51,7.068281066666667,M000128,M000004,1,0.9491724752252046
0,0,ecom,56.93,5999,4.0,154.5,0.7900497000000001,M000018,M000128,1,0.9911675270109902
0,14,ecom,129.15,5999,0.0,0.0,9999.0,M000009,none,1,0.06430705404232723
0,16,contactless,50.85,5812,0.0,0.0,9999.0,M000155,none,1,0.001529687366349549
0,15,ecom,50.0,4511,0.0,0.0,9999.0,M000178,none,1,0.030269120302958013
0,19,contactless,15.61,5411,0.0,0.0,9999.0,M000002,none,1,6.812603834106642e-05
0,19,chip,38.09,7832,0.0,0.0,9999.0,M000130,none,1,0.008623408732727123
0,21,ecom,37.73,5999,0.0,0.0,9999.0,M000043,none,1,0.10192689208675595
0,16,chip,52.01,5912,0.0,0.0,9999.0,M000163,none,1,0.009659559489039495
0,17,contactless,25.07,5411,0.0,0.0,9999.0,M000250,none,0,0.006690680329045355
0,15,chip,59.13,7832,0.0,0.0,9999.0,M000023,none,1,0.009163980290452253
0,13,chip,65.17,5541,0.0,0.0,5641.183333333333,M000028,M000023,0,4.155625051935501e-05
0,15,contactless,10.72,5812,0.0,0.0,36081.38333333333,M000006,M000028,1,8.596444337779256e-05
0,9,ecom,17.58,5912,0.0,0.0,9999.0,M000091,none,1,0.07507197003723437
0,11,ecom,9.99,5968,0.0,0.0,9999.0,M000042,none,1,0.07753096125935023
0,12,chip,69.92,5812,0.0,0.0,13018.15,M000046,M000042,0,4.155625051935501e-05
0,12,ecom,36.16,5999,0.0,0.0,9999.0,M000119,none,1,0.07668282416480396
0,12,contactless,19.88,5541,0.0,0.0,9999.0,M000223,none,1,0.002923379596617137
0,11,chip,20.84,5812,0.0,0.0,9999.0,M000000,none,1,4.155625051935501e-05
0,16,chip,66.7,5411,0.0,0.0,9999.0,M000067,none,0,0.001170177042138397
0,18,e-wallet,119.87,5817,0.0,0.0,9999.0,M000191,none,1,0.008359740300835533
0,18,contactless,84.14,5411,0.0,0.0,9999.0,M000033,none,0,0.00022663382758601018
0,17,ecom,35.3,5999,0.0,0.0,9999.0,M000001,none,1,0.09046003130857072
0,17,contactless,54.09,5541,0.0,0.0,9999.0,M000034,none,1,0.0005515534166048386
0,8,contactless,37.61,5812,0.0,0.0,9999.0,M000008,none,1,0.0010343996681931487
0,23,ecom,227.76,5817,0.0,0.0,12435.7,M000027,M000008,0,0.09404517048306049
0,11,contactless,28.63,5812,0.0,0.0,9999.0,M000081,none,1,0.0009112843789592528
0,15,chip,9.64,5411,0.0,0.0,60740.85,M000007,M000081,0,0.00018123701962877406
0,10,ecom,187.21,7011,0.0,0.0,9999.0,M000003,none,1,0.03362791250826362
0,15,contactless,15.27,5812,1.0,187.21,342.55,M000000,M000003,1,0.0017568101567842626
0,14,chip,170.87,7011,0.0,0.0,20085.333333333332,M000003,M000000,1,0.0017326811523102903
0,17,contactless,29.11,5812,0.0,0.0,9999.0,M000082,none,1,0.0009112843789592528
0,9,chip,20.44,5411,0.0,0.0,29735.716666666667,M000007,M000082,0,0.0008073239761505133
0,16,magstripe,26.22,5812,0.0,0.0,9999.0,M000021,none,1,0.0021575583482922904
0,22,contactless,57.42,5912,0.0,0.0,9999.0,M000735,none,1,0.014697432302053271
0,22,contactless,60.93,5812,0.0,0.0,34559.23333333333,M000142,M000735,1,0.001321610370067576
0,14,chip,56.77,5812,0.0,0.0,9999.0,M000172,none,1,0.002637764288454572
0,14,ecom,55.81,4900,0.0,0.0,9999.0,M000011,none,1,0.013809106819742128
0,10,phone,43.61,5541,0.0,0.0,9999.0,M000034,none,1,0.0007593990453236407
0,18,magstripe,60.48,5411,0.0,0.0,9999.0,M000039,none,1,0.0036379455583498677
0,22,chip,8.77,5411,0.0,0.0,9999.0,M000005,none,0,0.0002256452124872116
0,13,chip,28.52,5812,0.0,0.0,9999.0,M000020,none,1,8.596444337779256e-05
0,17,ecom,99.99,5968,0.0,0.0,9999.0,M000004,none,1,0.05184299670688299
0,16,contactless,12.83,5912,0.0,0.0,59009.8,M000064,M000004,1,0.006534177909307307
0,15,contactless,72.58,5411,0.0,0.0,9999.0,M000129,none,1,0.0017513330162474317
0,15,chip,12.58,5411,0.0,0.0,18720.566666666666,M000143,M000129,1,0.0014105526003891037
0,8,chip,12.68,5411,0.0,0.0,31246.183333333334,M000041,M000143,1,4.155625051935501e-05
0,21,e-wallet,238.32,5817,0.0,0.0,9999.0,M000168,none,1,0.014352071524999885
0,21,chip,48.4,5541,0.0,0.0,8675.316666666668,M000232,M000168,0,0.0013970706448654226
0,10,ecom,36.98,5999,0.0,0.0,9999.0,M000170,none,0,0.059762348707768094
0,18,ecom,40.27,5999,0.0,0.0,72430.15,M000009,M000170,0,0.06864545354696616
0,18,ecom,40.47,5999,0.0,0.0,9999.0,M000194,none,1,0.08690556941525061
0,11,ecom,14.99,5968,0.0,0.0,9999.0,M000132,none,1,0.07368127307250925
0,8,chip,13.66,5411,0.0,0.0,64593.166666666664,M000201,M000132,1,0.003353639022532361
0,21,ecom,135.55,5999,0.0,0.0,9999.0,M000184,none,1,0.08666589897540415
0,11,chip,38.74,7832,0.0,0.0,9999.0,M000023,none,1,0.009998494540176704
0,17,contactless,33.14,5411,0.0,0.0,26282.95,M000019,M000023,0,0.0004285267071432137
0,16,chip,17.78,5411,0.0,0.0,9999.0,M000039,none,1,0.0019778401379694417
0,14,contactless,39.59,5812,0.0,0.0,9999.0,M000172,none,1,0.003109082732476513
0,10,chip,13.46,5812,0.0,0.0,9999.0,M000006,none,0,0.006928343325787719
0,23,chip,329.91,7011,0.0,0.0,9999.0,M000003,none,1,0.07122787338622295
0,6,chip,41.64,5411,0.0,0.0,13345.966666666667,M000114,M000003,0,0.0072011410261980215
0,15,contactless,29.61,5411,0.0,0.0,9999.0,M000005,none,0,0.00022663382758601018
0,17,chip,32.61,5541,0.0,0.0,39046.86666666667,M000028,M000005,1,4.155625051935501e-05
0,8,chip,46.82,5411,0.0,0.0,15279.433333333332,M000007,M000028,0,0.0012458000115063517
0,20,contactless,16.9,5411,0.0,0.0,16557.583333333332,M000007,M000007,0,0.0003154122366769193
0,11,ecom,36.32,5999,0.0,0.0,9999.0,M000049,none,0,0.06833643188191668
0,14,ecom,231.86,5999,0.0,0.0,39072.8,M000194,M000049,0,0.08342032436706294
0,18,e-wallet,81.19,5541,0.0,0.0,9999.0,M000047,none,1,0.0026603091739087954
0,18,ecom,50.93,5541,0.0,0.0,27374.683333333334,M000072,M000047,1,0.03280032384886242
0,12,e-wallet,17.19,5817,0.0,0.0,9999.0,M000038,none,0,0.007925103115027187
0,10,contactless,34.32,5812,0.0,0.0,9999.0,M000000,none,0,0.000846226616947677
0,18,ecom,206.09,5817,0.0,0.0,9999.0,M000168,none,1,0.07593863353264833
0,18,contactless,57.18,5541,0.0,0.0,9999.0,M000229,none,1,0.0029308317552911474
0,11,ecom,38.74,5999,0.0,0.0,9999.0,M000170,none,1,0.0840006474902503
0,17,ecom,89.08,5411,0.0,0.0,24866.733333333334,M000033,M000170,1,0.013610585296063848
0,9,chip,301.8,7011,0.0,0.0,9999.0,M000003,none,1,0.0022729139651249345
0,12,ecom,45.98,5411,0.0,0.0,9999.0,M000014,none,0,0.016784196154551005
0,11,chip,40.57,5411,0.0,0.0,9999.0,M000005,none,1,0.000507145223746401
0,16,ecom,99.99,5968,0.0,0.0,9999.0,M000004,none,1,0.051295223040786916
0,17,ecom,38.55,5999,0.0,0.0,9999.0,M000001,none,1,0.0751053754577939
0,20,ecom,16.17,5411,0.0,0.0,63529.183333333334,M000176,M000001,1,0.02887189001814604
0,19,ecom,194.84,5817,0.0,0.0,9999.0,M000015,none,1,0.0926995667262295
0,14,chip,34.95,5411,0.0,0.0,9999.0,M000005,none,0,0.0001368668033963025
0,12,ecom,14.59,5411,0.0,0.0,66152.33333333333,M000033,M000005,0,0.014110010590045036
0,17,ecom,465.01,5944,0.0,0.0,9999.0,M000017,none,1,0.44982210683143775
0,21,ecom,43.89,5999,0.0,0.0,6016.85,M000009,M000017,1,0.0768344171711622
0,15,ecom,46.25,4900,0.0,0.0,9999.0,M000228,none,1,0.03449637128397852
0,13,contactless,57.42,5411,0.0,0.0,8504.933333333332,M000079,M000228,0,0.0027944284676654236
0,13,e-wallet,29.92,5541,0.0,0.0,9999.0,M000223,none,1,0.003934905332915228
0,16,ecom,122.72,5999,0.0,0.0,11718.533333333333,M000085,M000223,1,0.08284522786070778
0,13,contactless,17.03,5411,0.0,0.0,9999.0,M000100,none,1,0.004653052643093953
0,12,e-wallet,37.45,5999,0.0,0.0,9999.0,M000217,none,1,0.022163993277591044
0,18,e-wallet,154.56,5817,0.0,0.0,27719.766666666666,M000038,M000217,1,0.006322938391349195
0,9,ecom,52.32,5999,0.0,0.0,9999.0,M000217,none,1,0.08180637840672471
0,21,contactless,13.29,5812,0.0,0.0,9999.0,M000082,none,0,0.0006715044298843403
0,22,ecom,119.64,5999,0.0,0.0,9999.0,M000010,none,1,0.11789462305522273
0,20,e-wallet,30.53,7832,0.0,0.0,5638.05,M000226,M000010,1,0.0024396182092403214
0,20,ecom,124.89,7011,0.0,0.0,9999.0,M000025,none,1,0.07104419910037561
0,20,chip,10.61,5411,0.0,0.0,13004.816666666668,M000162,M000025,0,0.0026151646015561037
0,18,chip,10.54,5411,0.0,0.0,9999.0,M000037,none,1,4.155625051935501e-05
0,12,ecom,177.83,5817,0.0,0.0,8276.85,M000101,M000037,1,0.07148238781425606
0,17,e-wallet,45.63,5541,0.0,0.0,9999.0,M000227,none,1,0.007834139530316196
0,12,chip,69.02,5812,0.0,0.0,9999.0,M000006,none,1,0.0005515534166048386
0,19,chip,360.05,7011,0.0,0.0,32111.383333333335,M000003,M000006,1,0.016380224673247335
0,13,contactless,49.92,5411,0.0,0.0,9999.0,M000100,none,0,0.0012299222200788612
0,12,contactless,53.46,5812,0.0,0.0,9999.0,M000008,none,0,0.0002201396604259378
0,15,ecom,89.34,5817,0.0,0.0,9999.0,M000161,none,1,0.07441096028656433
0,20,ecom,67.47,5817,0.0,0.0,9999.0,M000015,none,1,0.1006399728673304
0,15,contactless,14.45,5812,0.0,0.0,9999.0,M000020,none,1,8.596444337779256e-05
0,16,ecom,66.48,5812,0.0,0.0,9999.0,M000000,none,1,0.017439766013218252
0,19,chip,8.0,5812,0.0,0.0,9999.0,M000059,none,1,0.0027130393344994624
0,9,chip,30.91,5411,0.0,0.0,22470.85,M000143,M000059,0,0.002879172631183886
0,11,contactless,22.17,5411,0.0,0.0,9999.0,M000162,none,1,0.002770565582453887
0,18,chip,54.65,5541,0.0,0.0,9999.0,M000222,none,1,0.0028242456910213417
0,14,ecom,70.94,5812,0.0,0.0,9999.0,M000008,none,0,0.01634396897110574
0,6,ecom,23.44,7832,0.0,0.0,9999.0,M000157,none,1,0.055059364874321864
0,10,ecom,180.98,5817,0.0,0.0,9999.0,M000029,none,1,0.06316919087795639
0,18,chip,241.9,7011,0.0,0.0,39395.76666666667,M000003,M000029,1,0.006558897604671869
0,11,chip,55.69,5411,0.0,0.0,9999.0,M000005,none,1,0.0005515534166048386
0,13,chip,21.88,5812,0.0,0.0,9999.0,M000008,none,1,4.155625051935501e-05
0,13,contactless,30.67,5812,0.0,0.0,9999.0,M000000,none,1,8.596444337779256e-05
0,3,ecom,62.32,5999,0.0,0.0,9498.15,M000077,M000000,1,0.33150634261555306
0,12,contactless,94.83,5411,0.0,0.0,9999.0,M000005,none,1,0.000507145223746401
0,10,contactless,66.31,5411,0.0,0.0,9999.0,M000022,none,1,0.0045630087336778246
0,11,magstripe,77.74,5541,0.0,0.0,9999.0,M000035,none,1,0.0008671474211753283
0,3,chip,135.97,5411,0.0,0.0,9999.0,M000039,none,0,0.017061649582397274
0,12,contactless,22.25,7832,0.0,0.0,9999.0,M000023,none,1,0.009031083153407974
0,10,contactless,64.78,5541,0.0,0.0,9999.0,M000028,none,1,0.000507145223746401
0,7,chip,35.01,5812,0.0,0.0,41562.8,M000008,M000028,1,4.155625051935501e-05
0,13,ecom,73.93,5817,0.0,0.0,9999.0,M000160,none,1,0.07933458745907479
0,22,chip,62.25,5812,0.0,0.0,9999.0,M000000,none,1,0.012301565194377827
0,12,ecom,370.68,7011,0.0,0.0,9999.0,M000003,none,1,0.04737905981492372
0,16,magstripe,44.12,5411,0.0,0.0,9999.0,M000067,none,1,0.004337590262793986
0,22,magstripe,20.6,5812,0.0,0.0,9999.0,M000000,none,1,0.0004459666408067197
0,12,e-wallet,143.64,5817,0.0,0.0,9462.833333333334,M000038,M000000,1,0.001787842754125899
0,12,chip,133.94,5411,0.0,0.0,14419.866666666667,M000005,M000038,0,9.245861053786495e-05
0,18,contactless,12.63,5812,0.0,0.0,9999.0,M000020,none,1,4.155625051935501e-05
0,22,chip,58.68,5541,0.0,0.0,9999.0,M000223,none,0,0.0008890838921157057
0,16,chip,99.93,5411,0.0,0.0,9999.0,M000113,none,0,0.001120419124745736
0,17,ecom,35.92,5999,0.0,0.0,9999.0,M000085,none,1,0.07753918066386553
0,7,chip,45.74,5411,0.0,0.0,9999.0,M000007,none,0,0.0007185455670596041
0,10,contactless,64.48,5812,0.0,0.0,9999.0,M000046,none,1,0.0010343996681931487
0,5,contactless,60.56,5812,0.0,0.0,9999.0,M000021,none,1,0.00525964582616604
0,10,ecom,60.6,5999,0.0,0.0,9999.0,M000043,none,0,0.06395897901513978
0,19,contactless,75.91,5411,0.0,0.0,9999.0,M000030,none,0,0.00027104202044444777
0,15,ecom,251.03,5944,0.0,0.0,9999.0,M000017,none,1,0.05496626226568588
0,15,ecom,142.06,5944,0.0,0.0,24473.45,M000017,M000017,1,0.04686650362199627
0,18,ecom,363.03,5944,0.0,0.0,9999.0,M000017,none,1,0.12197610224696502
0,17,contactless,44.65,5541,0.0,0.0,9999.0,M000238,none,0,0.0016275225390821604
0,11,chip,9.51,5812,0.0,0.0,6854.083333333333,M000008,M000238,1,4.155625051935501e-05
0,19,contactless,43.54,5411,0.0,0.0,1953.55,M000019,M000008,1,0.0012988435017219915
0,17,chip,19.51,5812,0.0,0.0,9999.0,M000081,none,1,0.0025369076949796616
0,19,ecom,36.91,5999,0.0,0.0,2980.2166666666667,M000086,M000081,1,0.08419260139253748
0,20,ecom,51.06,5999,0.0,0.0,9999.0,M000018,none,1,0.08795746194299203
0,18,contactless,24.93,5812,0.0,0.0,9999.0,M000020,none,1,4.155625051935501e-05
0,21,e-wallet,92.85,5817,0.0,0.0,9999.0,M000203,none,0,0.009202457561462962
0,12,contactless,30.89,5541,0.0,0.0,9999.0,M000060,none,0,0.0007355400349566813
0,13,e-wallet,159.19,5817,0.0,0.0,2960.3166666666666,M000197,M000060,1,0.005914696021312747
0,17,chip,28.26,5812,0.0,0.0,9999.0,M000189,none,0,0.0013322393100041266
0,20,chip,19.02,5912,0.0,0.0,40534.96666666667,M000215,M000189,1,0.007958531857912822
0,8,magstripe,41.52,5541,0.0,0.0,2133.1666666666665,M000035,M000215,1,0.0008671474211753283
0,13,ecom,14.99,5968,0.0,0.0,9999.0,M000004,none,0,0.07043609806175162
0,14,ecom,14.99,5968,0.0,0.0,9999.0,M000004,none,1,0.06465547859617725
0,16,chip,96.63,5411,0.0,0.0,9999.0,M000067,none,0,0.0013516008619582482
0,14,magstripe,83.88,5541,0.0,0.0,9999.0,M000012,none,1,0.0006414633874198
0,16,ecom,61.2,5999,0.0,0.0,49108.28333333333,M000170,M000012,1,0.08747118003757345
0,16,contactless,62.64,5411,0.0,0.0,5761.116666666667,M000039,M000170,0,0.0003208832470642235
0,14,contactless,66.1,5541,0.0,0.0,9999.0,M000034,none,1,0.000507145223746401
0,18,chip,31.74,5912,0.0,0.0,9999.0,M000198,none,1,0.007264174273311337
0,11,chip,45.29,5411,0.0,0.0,9999.0,M000039,none,0,0.00018670803001607833
0,10,ecom,40.82,5999,0.0,0.0,51753.55,M000031,M000039,1,0.0896420953269483
0,11,ecom,64.35,5999,0.0,0.0,9999.0,M000070,none,1,0.08313274311515638
0,16,ecom,4.99,5968,0.0,0.0,21945.15,M000004,M000070,0,0.08172737252985814
0,22,chip,67.99,5411,0.0,0.0,34920.05,M000002,M000004,1,0.0036614683155328704
0,18,chip,60.58,5411,0.0,0.0,9999.0,M000007,none,1,0.000507145223746401
0,9,chip,14.3,5912,0.0,0.0,22518.083333333332,M000245,M000007,0,0.005632912374524632
0,11,chip,40.99,5541,0.0,0.0,9999.0,M000012,none,1,0.0005515534166048386
0,15,contactless,18.83,5411,0.0,0.0,24696.433333333334,M000039,M000012,0,0.00040966165615513264
0,19,chip,33.44,5411,0.0,0.0,9999.0,M000002,none,1,2.3717845482628875e-05
0,11,ecom,39.35,5999,0.0,0.0,31216.05,M000009,M000002,1,0.06462266776212194
0,16,ecom,124.23,7011,0.0,0.0,9999.0,M000107,none,0,0.05599780226209725
0,12,chip,25.32,5812,0.0,0.0,14136.433333333332,M000046,M000107,1,8.596444337779256e-05
0,17,chip,50.45,5411,0.0,0.0,42028.61666666667,M000039,M000046,1,0.003277943360920941
0,22,ecom,128.82,5411,0.0,0.0,9999.0,M000242,none,0,0.020501438251068503
0,18,contactless,24.62,7832,0.0,0.0,9999.0,M000239,none,1,0.0058835816416185835
0,23,chip,48.85,5912,0.0,0.0,14724.416666666666,M000215,M000239,1,0.06456166115962982
0,11,ecom,18.41,7995,0.0,0.0,9999.0,M000040,none,1,0.11794842699672053
0,9,contactless,44.64,5812,0.0,0.0,9999.0,M000008,none,1,0.000507145223746401
0,22,ecom,114.91,7995,0.0,0.0,9999.0,M000040,none,1,0.10816880786442443
0,12,e-wallet,12.49,5817,0.0,0.0,9999.0,M000160,none,1,0.010045988439915722
0,11,contactless,19.97,5812,0.0,0.0,9999.0,M000006,none,0,0.0003089180695168469
0,9,ecom,185.24,4900,0.0,0.0,9999.0,M000108,none,1,0.02634739185368311
0,13,e-wallet,108.33,4900,0.0,0.0,60713.1,M000108,M000108,1,0.006935727963881316
0,23,ecom,360.8,5944,0.0,0.0,9999.0,M000131,none,1,0.18416527108876224
0,18,chip,80.96,5541,0.0,0.0,47220.85,M000045,M000131,0,8.596444337779256e-05
0,22,ecom,761.24,5944,0.0,0.0,3106.75,M000131,M000045,1,0.43120440250115716
0,21,ecom,228.8,5999,0.0,0.0,11504.95,M000016,M000131,1,0.08100932916324742
0,17,ecom,39.12,5999,0.0,0.0,9999.0,M000085,none,1,0.08933141024603497
0,19,contactless,17.46,5812,0.0,0.0,9999.0,M000013,none,1,0.0031576584043206
